Material;Qtd.  UM registro; Montante em MI ;Departamento;Mês
401753;-8;-61,16;DTM;4
401763;-40;-1.502,76;DIT;4
401834;-20;-233,86;DIT;4
401834;-1;-11,69;DTE;4
401834;-3;-35,08;DTE;4
401857;-20;-6.565,11;DIT;4
401857;-3;-984,77;DTE;4
401857;-3;-984,77;DTE;4
401857;-10;-3.282,55;DIT;4
401886;-70;-2.100,00;DIT;4
401886;-18;-540;DIT;4
401927;-50;-1.008,54;DIT;4
401937;-42;-142,04;DTE;4
401937;-13;-43,97;DTE;4
401937;-25;-84,55;DTE;4
401937;-48;-162,33;DTE;4
401937;-42;-142,04;DTE;4
401937;-22;-74,4;DTE;4
401937;-2;-6,76;DTE;4
401937;-16;-54,11;DTE;4
401937;-7;-23,67;DTE;4
401937;-26;-87,93;DTE;4
401959;-100;-18.576,95;DIT;4
401964;-1;-4.534,00;DTM;4
402026;-2;-49,02;DTE;4
402026;-18;-441,15;DTE;4
402026;-2;-49,02;DTE;4
402026;-1;-24,51;DTE;4
402026;-2;-49,02;DTE;4
402026;-2;-49,02;DTE;4
402026;-5;-122,54;DTE;4
402065;-4;-63,01;DTE;4
402065;-1;-15,75;DTE;4
402081;-50;-4.868,22;DIT;4
402105;-108;-5.312,38;DTE;4
402105;-45;-2.213,49;DTE;4
402105;-62;-3.049,70;DTE;4
402105;-50;-2.459,44;DIT;4
402105;-4;-196,75;DTM;4
402127;-11;-48,41;DTE;4
402127;-28;-123,22;DTE;4
402127;-28;-123,22;DTE;4
402127;-20;-88,02;DTE;4
402127;-22;-96,82;DTE;4
402127;-2;-8,8;DTE;4
402127;-23;-101,22;DTE;4
402127;-19;-83,61;DTE;4
402127;-8;-35,21;DTE;4
402127;-47;-206,84;DTE;4
402152;-6;-454,23;DTE;4
402152;-4;-302,82;DTE;4
402152;-24;-1.913,88;DTE;4
402152;-16;-1.275,92;DTE;4
402152;-16;-1.275,92;DTE;4
402152;-8;-637,96;DTE;4
402152;-8;-637,96;DTE;4
402152;-5;-398,72;DTE;4
402187;-46;-11,49;DTE;4
402187;-2;-0,5;DTE;4
402187;-16;-4;DTE;4
402187;-18;-4,5;DTE;4
402187;-5;-1,25;DTE;4
402187;-5;-1,25;DTE;4
402187;-12;-3;DTE;4
402187;-18;-4,5;DTE;4
402187;-20;-5;DTE;4
402221;-30;-1.376,93;DIT;4
402247;-4;-76,2;DTE;4
402269;-500;-81.367,17;DIT;4
402287;-1;-10,88;DTE;4
402287;-3;-32,64;DTM;4
402307;-25;-1.841,05;DTE;4
402307;-4;-294,57;DTM;4
402307;-36;-2.651,11;DTE;4
402307;-8;-589,13;DTE;4
402307;-4;-294,57;DTE;4
402307;-36;-2.651,11;DTE;4
402307;-128;-9.426,15;DTE;4
402307;-128;-9.426,15;DTE;4
402307;-34;-2.503,82;DTE;4
402307;-8;-589,13;DTE;4
402307;-8;-589,13;DTE;4
402307;-39;-2.872,03;DTE;4
402307;-10;-736,42;DTE;4
402307;-39;-2.872,03;DTE;4
402307;-4;-294,57;DTE;4
402307;-10;-736,42;DTE;4
402312;-2;-29,14;DTE;4
402312;-5;-72,84;DTE;4
402312;-2;-29,14;DTE;4
402312;-30;-437,06;DTE;4
402312;-2;-29,14;DTE;4
402312;-12;-174,83;DTE;4
402312;-50;-728,44;DTE;4
402312;-50;-728,44;DTE;4
402318;-12;-564,82;DTE;4
402324;-2;-11,13;DTE;4
402331;-3;-142,89;DTE;4
402397;-1;-28,96;DTM;4
402401;-3;-83,41;DTE;4
402433;-3;-460,58;DTE;4
402433;-1;-153,53;DTE;4
402433;-3;-460,58;DTE;4
402433;-3;-460,58;DTE;4
402433;-3;-460,58;DTE;4
402433;-30;-4.605,81;DIT;4
402443;-1;-105,18;DTE;4
402587;-1;-29,69;DTE;4
402587;-1;-29,69;DTE;4
402624;-1;-2.367,49;DTM;4
402624;-1;-2.367,49;DTM;4
402624;-1;-2.367,50;DTM;4
402624;-3;-7.102,48;DTM;4
402624;-1;-2.367,50;DTM;4
402650;-2;-2.908,07;DIT;4
402660;-50;-292,24;DIT;4
402675;-1;-342,19;DIT;4
402847;-6;-6.546,56;DIT;4
402847;-1;-1.091,09;DTM;4
402847;-1;-1.091,09;DTM;4
402875;-5;-471,92;DIT;4
403121;-3;-29,8;DTM;4
403121;-14;-139,07;DTE;4
403121;-1;-9,93;DTE;4
403323;-8;-32,04;DTE;4
403323;-6;-24,03;DTE;4
403323;-39;-156,17;DTE;4
403323;-39;-156,17;DTE;4
403323;-36;-144,16;DTE;4
403323;-3;-12,01;DTE;4
403323;-19;-76,08;DTE;4
403323;-29;-116,13;DTE;4
403323;-24;-96,11;DTE;4
403323;-22;-88,1;DTE;4
403323;-9;-36,04;DTE;4
403337;-1;-1.034,41;DIT;4
403337;-1;-1.034,41;DIT;4
403337;-1;-1.034,41;DIT;4
403337;-1;-1.034,41;DIT;4
403499;-6;-1,11;DTE;4
403574;-161;-10.741,56;DTE;4
403574;-634;-42.299,06;DTE;4
403574;-386;-25.753,05;DTE;4
403574;-8;-533,74;DTE;4
403574;-144;-9.607,36;DTE;4
403574;-247;-16.479,29;DTE;4
403574;-622;-41.498,44;DTE;4
403574;-238;-15.878,83;DTE;4
403574;-406;-27.087,41;DTE;4
403574;-74;-4.937,11;DTE;4
403602;-6;-4,15;DTE;4
403647;-39;-1.539,38;DTE;4
403647;-40;-1.578,85;DTE;4
403647;-28;-1.105,19;DTE;4
403647;-25;-986,78;DTE;4
403647;-13;-513,13;DTE;4
403647;-42;-1.657,79;DTE;4
403647;-14;-552,6;DTE;4
403647;-7;-276,3;DTE;4
403647;-16;-631,54;DTE;4
403647;-42;-1.657,79;DTE;4
403804;-19;-130,87;DTE;4
403804;-78;-537,24;DTE;4
403804;-36;-247,96;DTE;4
403804;-8;-55,1;DTE;4
403804;-20;-137,75;DTE;4
403804;-32;-220,41;DTE;4
403804;-8;-55,1;DTE;4
403804;-16;-110,2;DTE;4
403804;-10;-68,88;DTE;4
403804;-16;-110,2;DTE;4
403804;-78;-537,24;DTE;4
403931;-1;-119,14;DTE;4
404071;-30;-4.925,21;DIT;4
404114;-1;-587,02;DIT;4
404719;-2;-45,37;DTE;4
404719;-1;-22,69;DTE;4
404719;-7;-158,8;DTE;4
404719;-2;-45,38;DTE;4
404719;-5;-113,44;DTE;4
404719;-7;-158,82;DTE;4
404719;-7;-158,79;DTE;4
404732;-3;-270,63;DTE;4
404741;-3;-206,61;DTE;4
405382;-1;-1.903,46;DIT;4
405382;-1;-1.903,46;DIT;4
405537;-2;-97,47;DTE;4
405537;-50;-2.436,63;DIT;4
405539;-46;-991,47;DTE;4
405539;-18;-387,97;DTE;4
405539;-6;-129,32;DTE;4
405539;-20;-431,08;DTE;4
405539;-2;-43,11;DTE;4
405539;-2;-43,11;DTE;4
405539;-2;-43,11;DTE;4
405539;-4;-86,22;DTE;4
405539;-18;-387,97;DTE;4
405539;-38;-819,04;DTE;4
405539;-12;-258,65;DTE;4
405539;-46;-991,47;DTE;4
407094;-24;-1.687,91;DTE;4
407094;-8;-562,64;DTE;4
407094;-5;-351,65;DTE;4
407094;-24;-1.687,91;DTE;4
407094;-8;-562,64;DTE;4
407097;-1;-206,79;DTE;4
408172;-10;-202,06;DTE;4
408172;-22;-444,54;DTE;4
408172;-4;-80,83;DTE;4
408172;-18;-363,71;DTE;4
408172;-2;-40,41;DTE;4
408172;-6;-121,24;DTE;4
408172;-2;-40,41;DTE;4
408172;-16;-323,3;DTE;4
408994;-1;-25,51;DTE;4
408994;-3;-76,53;DTE;4
410177;-49;-104,35;DTE;4
410177;-64;-136,29;DTE;4
410177;-26;-55,37;DTE;4
410177;-30;-63,89;DTE;4
410177;-54;-114,99;DTE;4
410177;-403;-858,2;DTE;4
410177;-17;-36,2;DTE;4
410177;-89;-189,53;DTE;4
410177;-53;-112,87;DTE;4
410177;-26;-55,37;DTE;4
410177;-34;-72,4;DTE;4
410177;-52;-110,74;DTE;4
410177;-403;-858,2;DTE;4
410200;-2;-24,2;DTE;4
410200;-2;-24,2;DTE;4
410200;-66;-798,46;DTE;4
410200;-36;-435,53;DTE;4
410212;-3;-61,29;DTE;4
410257;-1;-14,03;DTE;4
410257;-2;-28,06;DTE;4
410257;-2;-28,06;DTE;4
410257;-2;-28,06;DTE;4
410257;-2;-28,06;DTE;4
410257;-2;-28,06;DTE;4
410257;-2;-28,06;DTE;4
410257;-2;-28,06;DTE;4
410257;-5;-70,15;DTE;4
410257;-4;-56,12;DTE;4
410257;-2;-28,06;DTE;4
410257;-4;-56,12;DTE;4
410257;-1;-14,03;DTE;4
800033;-20;-120,63;DTM;4
800033;-6;-36,19;DTM;4
800058;-151;0;DTM;4
800108;-8;-35,11;DTE;4
800158;300;521,63;DIT;4
800158;-300;-521,63;DIT;4
800392;-2;-45,39;DTE;4
800435;-2;-29,64;DTE;4
800654;-15;-2.274,70;DIT;4
800654;15;2.274,70;DIT;4
800654;-15;0;DTM;4
800746;5;12,92;DIT;4
800746;-5;-12,92;DIT;4
800762;-1;-26,01;DTE;4
800794;-50;-253,3;DIT;4
800794;50;253,3;DIT;4
800817;-3;-994,45;DTM;4
800817;-3;-994,45;DTM;4
800817;-6;-1.988,90;DTM;4
800817;-6;-1.988,90;DTM;4
800817;-6;-1.988,90;DTM;4
800817;-6;-1.988,90;DTM;4
800889;-20;-393,26;DIT;4
800889;-100;-1.966,28;DIT;4
800894;-200;-1.225,54;DIT;4
801047;-5;-14,52;DTE;4
801114;-100;-583,14;DIT;4
801114;100;583,14;DIT;4
801186;-30;-472,16;DIT;4
801186;-8;-125,91;DTE;4
801186;30;472,16;DIT;4
801220;100;638,66;DIT;4
801220;-100;-638,66;DIT;4
801256;-2;-251,6;DTE;4
801303;-200;-1.182,22;DIT;4
801391;-33;-439,74;DIT;4
801391;50;666,27;DIT;4
801826;-200;-1.152,41;DIT;4
802138;-30;-1.603,20;DIT;4
802405;-6;-46,56;DTE;4
804421;-50;-1.270,41;DIT;4
804421;-30;-762,25;DIT;4
805076;-2;-1.936,00;DTM;4
120007;-1;-32,07;DTO;4
120094;-20;-1.440,00;DTO;4
120150;-40;-2.880,00;DTO;4
120392;-1;-519,84;DTO;4
400011;-2;-209,5;DTE;4
400040;-3;-35.794,51;DIT;4
400072;-5;-21.972,83;DIT;4
400072;-1;-4.394,57;DTE;4
400084;-1;-17.267,32;DTM;4
400142;-3;-212,49;DTE;4
400142;-3;-212,5;DTE;4
400142;-3;-212,49;DTE;4
400142;-9;-637,49;DTM;4
400142;-3;-212,5;DTE;4
400142;-3;-212,49;DTE;4
400142;-3;-212,5;DTM;4
400142;-3;-212,5;DTE;4
400142;-3;-212,49;DTE;4
400142;-3;-212,49;DTE;4
400142;-2;-141,66;DTE;4
400193;-72;-2.134,82;DIT;4
400221;-1;-2.131,25;DTM;4
400221;-2;-4.262,49;DTM;4
400224;-1;-1.617,78;DTE;4
400243;-2;-33.315,17;DIT;4
400288;-2;-24.576,25;DIT;4
400375;-18;-129,76;DTM;4
400375;-4;-28,84;DTE;4
400506;-5;-50,4;DTE;4
400506;-10;-100,8;DTE;4
400506;-5;-50,4;DTE;4
400506;-5;-50,4;DTE;4
400506;-3;-30,24;DTM;4
400594;-3;-285,55;DTM;4
400594;-6;-571,09;DTM;4
400594;-7;-666,27;DTM;4
400665;-1;-23,68;DTE;4
400673;-6;-8,32;DTM;4
400673;-10;-13,86;DTM;4
400708;-37;-234,57;DTM;4
400790;-4;-81,6;DTM;4
400790;-2;-40,8;DTM;4
400790;-8;-163,2;DTM;4
400790;-12;-244,8;DTE;4
400790;-8;-163,2;DTE;4
400790;-8;-163,2;DTE;4
400790;-16;-326,4;DTE;4
400805;-3;-16,72;DTM;4
400809;-6;-9,76;DTE;4
400827;-14;-40,13;DTE;4
400827;-21;-60,19;DTE;4
400827;-19;-54,46;DTE;4
400827;-10;-28,66;DTE;4
400827;-13;-37,26;DTE;4
400827;-16;-45,86;DTE;4
400827;-6;-17,2;DTE;4
400827;-46;-131,86;DTE;4
400827;-17;-48,73;DTE;4
400827;-19;-54,46;DTE;4
400827;-18;-51,6;DTE;4
400827;-4;-11,47;DTE;4
400827;-17;-48,73;DTE;4
400827;-16;-45,86;DTE;4
400827;-4;-11,47;DTE;4
400828;-12;-417,51;DTM;4
400828;-6;-208,76;DTM;4
400906;-4;-396,35;DTE;4
400906;-8;-792,69;DTE;4
400906;-4;-396,35;DTE;4
400906;-2;-198,17;DTM;4
400906;-6;-594,52;DTE;4
400930;-4;-10,54;DTE;4
400930;-4;-10,54;DTE;4
400930;-4;-10,54;DTE;4
400930;-570;-1.501,74;DIT;4
400930;-4;-10,54;DTE;4
400930;-4;-10,54;DTE;4
400930;-4;-10,54;DTE;4
400930;-154;-405,73;DIT;4
400930;-4;-10,54;DTE;4
400930;-250;-658,66;DIT;4
400930;-6;-15,81;DTE;4
400942;-4;-18,72;DTE;4
400968;-1;-1.966,90;DTE;4
401116;-1;-36,55;DTE;4
401117;-4;-49,16;DTE;4
401117;-4;-49,16;DTE;4
401117;-4;-49,16;DTE;4
401117;-6;-73,74;DTE;4
401117;-4;-49,16;DTE;4
401117;-12;-147,47;DIT;4
401117;-4;-49,16;DTE;4
401127;-1;-2.022,18;DTE;4
401127;-1;-2.022,18;DTE;4
401131;-3;-39,04;DTE;4
401131;-5;-65,07;DTE;4
401131;-6;-78,09;DTM;4
401131;-6;-78,09;DTE;4
401131;-4;-52,06;DTE;4
401131;-1;-13,01;DTE;4
401131;-5;-65,07;DTE;4
401131;-2;-26,03;DTE;4
401131;-1;-13,01;DTE;4
401131;-4;-52,06;DTE;4
401131;-8;-104,12;DTE;4
401131;-7;-91,1;DTE;4
401131;-4;-52,06;DTE;4
401131;-29;-377,43;DTE;4
401193;-1;-7.079,88;DTE;4
401264;-3;-79,69;DTE;4
401360;-1;-1.655,31;DTE;4
401485;-1;-142,76;DTE;4
401489;-3;-17,44;DTE;4
401566;-6;-137,58;DTE;4
401566;-5;-114,65;DTM;4
401566;-4;-91,72;DTE;4
401566;-4;-91,72;DTE;4
401566;-2;-45,86;DTE;4
401566;-10;-229,3;DTE;4
401566;-1;-22,93;DTM;4
401566;-12;-275,17;DTE;4
401632;-1.000;-2.210,11;DIT;4
401632;-5.500;-12.155,62;DPM;4
401711;-3;-71,91;DTE;4
401711;-3;-71,91;DTE;4
401711;-20;-479,38;DIT;4
401711;-30;-719,07;DIT;4
401711;-6;-143,81;DTM;4
401753;-3;-22,94;DTM;4
401791;-30;-133,3;DIT;4
401834;-50;-584,64;DIT;4
401857;-3;-984,22;DTE;4
401857;-3;-984,22;DTE;4
401857;-3;-984,22;DTE;4
401857;-3;-984,22;DTM;4
401857;-9;-2.952,66;DTM;4
401857;-12;-3.936,87;DIT;4
401857;-2;-656,15;DTE;4
401870;-6;-6,1;DTE;4
401870;-6;-6,1;DTE;4
401927;-3;-60,52;DTE;4
401927;-3;-60,52;DTE;4
401927;-3;-60,52;DTE;4
401927;-3;-60,52;DTE;4
401927;-9;-181,55;DTE;4
401927;-6;-121,03;DTE;4
401927;-1;-20,17;DTE;4
401927;-3;-60,52;DTE;4
401927;-24;-484,13;DIT;4
401927;-3;-60,52;DTE;4
401937;-1;-3,38;DTE;4
401959;-50;-9.288,47;DIT;4
401959;-50;-9.288,47;DIT;4
401959;-50;-9.288,47;DIT;4
402065;-1;-15,75;DTM;4
402105;-24;-1.180,53;DTE;4
402127;-9;-39,61;DTE;4
402221;-1;-43,84;DTM;4
402221;-1;-43,84;DTM;4
402242;-1;-2.686,02;DTE;4
402247;-2;-38,1;DTM;4
402312;-3;-43,71;DTE;4
402312;-2;-29,14;DTE;4
402312;-2;-29,14;DTE;4
402312;-3;-43,71;DTE;4
402312;-19;-276,81;DTE;4
402312;-2;-29,14;DTE;4
402312;-1;-14,57;DTE;4
402312;-5;-72,84;DTE;4
402312;-11;-160,26;DTE;4
402312;-4;-58,28;DTE;4
402312;-3;-43,71;DTE;4
402312;-2;-29,14;DTE;4
402312;-4;-58,28;DTE;4
402312;-2;-29,14;DTE;4
402331;-2;-95,26;DTE;4
402331;-4;-190,52;DTE;4
402331;-1;-47,63;DTE;4
402331;-1;-47,63;DTE;4
402365;-3;-60;DTE;4
402365;-2;-40;DTE;4
402404;-6;-54,47;DTM;4
402404;-6;-54,47;DTM;4
402433;-2;-307;DTE;4
402433;-3;-460,5;DTE;4
402433;-3;-460,5;DTE;4
402433;-6;-921;DTM;4
402587;-1;-29,69;DTE;4
402733;-2;-11,72;DTE;4
402847;-3;-3.273,28;DTE;4
403121;-2;-19,87;DTE;4
403121;-1;-9,93;DTE;4
403121;-2;-19,87;DTE;4
403121;-2;-19,87;DTE;4
403121;-1;-9,93;DTE;4
403121;-2;-19,87;DTE;4
403121;-1;-9,93;DTE;4
403121;-2;-19,87;DTE;4
403121;-1;-9,93;DTE;4
403121;-1;-9,93;DTE;4
403121;-1;-9,93;DTM;4
403182;-6;-1.276,11;DTM;4
403182;-6;-1.276,11;DTM;4
403182;-6;-1.276,11;DTM;4
403182;-6;-1.276,11;DTM;4
403456;-1;-89.663,92;DTM;4
403499;-3;-0,55;DTE;4
403499;-3.000;-552,54;DPM;4
403602;-1.500;-1.037,01;DPM;4
403602;-1;-0,69;DTE;4
403602;-12;-8,3;DTE;4
403642;-4.000;-61.079,32;DPM;4
403647;-15;-592,07;DPM;4
403804;-1;-6,84;DTE;4
403804;-1;-6,84;DTE;4
403804;-1;-6,84;DTE;4
403804;-7;-47,89;DTE;4
403804;-4;-27,37;DTE;4
403804;-3;-20,52;DTE;4
403804;-2;-13,68;DTE;4
404009;-2.000;-11.810,29;DPM;4
404071;-3;-492,62;DTM;4
404071;-3;-492,62;DTM;4
404071;-3;-492,62;DTM;4
404071;-3;-492,62;DTM;4
404071;-3;-492,62;DTM;4
404071;-3;-492,62;DTM;4
404084;-3;-68,76;DTE;4
404113;-2;-873,59;DPC;4
404719;-2;-45,37;DTE;4
404732;-3;-270,62;DTM;4
404732;-3;-270,62;DTM;4
404732;-3;-270,62;DTM;4
404732;-39;-3.518,00;DTM;4
404732;-12;-1.082,46;DTM;4
404732;-3;-270,62;DTM;4
404732;-4;-360,82;DTM;4
404732;-3;-270,62;DTM;4
404732;-1;-90,21;DTM;4
404732;-6;-541,23;DTM;4
404732;-4;-360,82;DTM;4
404732;-4;-360,82;DTM;4
404732;-12;-1.082,46;DTM;4
407129;-1.600;-13.247,15;DPM;4
408994;-3;-76,53;DTE;4
408994;-6;-153,06;DTE;4
408994;-3;-76,53;DTE;4
408994;-6;-153,06;DTE;4
408994;-3;-76,53;DTE;4
410041;-2.000;-860;DPM;4
410047;-700;-6.349,47;DPM;4
800054;-6;-114,18;DTM;4
800223;-25;-32,47;DTM;4
800223;-2;-2,6;DTM;4
800223;-10;-12,99;DTM;4
800223;-10;-12,99;DTM;4
800223;-15;-19,48;DTM;4
800223;-28;-36,36;DTM;4
800223;-11;-14,29;DTM;4
800223;-13;-16,88;DTM;4
800256;-1;-146,14;DTM;4
800256;-1;-146,14;DTM;4
800256;-1;-146,14;DTM;4
800266;-1;-15,8;DTM;4
800274;-3;-35,55;DTM;4
800274;-5;-59,25;DTM;4
800291;-3;-32,89;DTM;4
800291;-3;-32,89;DTM;4
800291;-3;-32,89;DTM;4
800294;-3;-25,22;DTM;4
800294;-3;-25,22;DTM;4
800345;-102;-1.908,37;DIT;4
800364;-1;-16,07;DTM;4
800364;-2;-32,15;DTM;4
800364;-2;-32,15;DTM;4
800364;-2;-32,15;DTM;4
800435;-2;-29,64;DTM;4
800435;-2;-29,64;DTM;4
800445;-6;-38,69;DTM;4
800822;-6;-137,61;DTM;4
800822;-6;-137,61;DTM;4
800822;-6;-137,61;DTM;4
800822;-6;-137,61;DTM;4
800822;-3;-68,81;DTM;4
800822;-3;-68,81;DTM;4
800825;-1;-6,16;DTM;4
800825;-2;-12,32;DTM;4
800825;-3;-18,49;DTM;4
800825;-2;-12,32;DTM;4
800842;-4;-45,43;DTM;4
800876;-1;-22,14;DTM;4
800876;-3;-66,4;DTM;4
800876;-6;-132,81;DTM;4
800876;-9;-199,22;DTM;4
800876;-3;-66,4;DTM;4
800884;-6;-75,78;DTM;4
800884;-2;-25,26;DTM;4
800884;-3;-37,89;DTM;4
800884;-3;-37,89;DTM;4
800884;-1;-12,63;DTM;4
800889;-2;-39,33;DTM;4
800889;-50;-983,14;DIT;4
800889;-200;-3.932,57;DIT;4
800889;-2;-39,33;DTM;4
800889;-3;-58,99;DTM;4
800894;-3;-18,38;DTM;4
800894;-6;-36,77;DTM;4
800894;-3;-18,38;DTM;4
800894;-6;-36,77;DTM;4
800894;-6;-36,77;DTM;4
800894;-3;-18,38;DTM;4
800894;-3;-18,38;DTM;4
800894;-9;-55,15;DTM;4
800905;-3;-26,15;DTM;4
800905;-3;-26,15;DTM;4
800906;-3;-30,28;DTM;4
800922;-125;-2.795,21;DIT;4
801112;-4;-733,03;DTM;4
801112;-1;-183,26;DTM;4
801112;-6;-1.099,54;DTM;4
801112;-3;-549,77;DTM;4
801112;-1;-183,26;DTM;4
801112;-1;-183,26;DTM;4
801112;-2;-366,51;DTM;4
801112;-6;-1.099,54;DTM;4
801114;-3;-17,49;DTM;4
801125;-10;-343,71;DTM;4
801186;-44;-692,49;DIT;4
801199;-3;-25,53;DTM;4
801213;-3;-37,54;DTM;4
801215;-1;-10,39;DTM;4
801215;-5;-51,94;DTM;4
801215;-6;-62,33;DTM;4
801215;-1;-10,39;DTM;4
801215;-2;-20,78;DTM;4
801215;-1;-10,39;DTM;4
801215;-1;-10,39;DTM;4
801215;-2;-20,78;DTM;4
801215;-1;-10,39;DTM;4
801215;-3;-31,16;DTM;4
801215;-3;-31,16;DTM;4
801215;-2;-20,78;DTM;4
801215;-1;-10,39;DTM;4
801220;-200;-1.277,32;DIT;4
801233;-3;-17,66;DTM;4
801303;-3;-17,73;DTM;4
801346;-2;-32,49;DTM;4
801346;-1;-16,24;DTM;4
801346;-1;-16,24;DTM;4
801352;-3;-17,64;DTM;4
801352;-3;-17,64;DTM;4
801352;-3;-17,64;DTM;4
801352;-3;-17,64;DTM;4
801352;-6;-35,28;DTM;4
801375;-3;-17,24;DTM;4
801375;-3;-17,24;DTM;4
801375;-6;-34,48;DTM;4
801375;-100;-574,61;DIT;4
801375;-3;-17,24;DTM;4
801375;-3;-17,24;DTM;4
801375;-3;-17,24;DTM;4
801826;-3;-17,29;DTM;4
801826;-3;-17,29;DTM;4
801826;-3;-17,29;DTM;4
801826;-3;-17,29;DTM;4
801826;-6;-34,57;DTM;4
801826;-3;-17,29;DTM;4
801826;-3;-17,29;DTM;4
801826;-3;-17,29;DTM;4
802260;-3;-26,22;DTM;4
803344;-6;-555,69;DTM;4
803344;-3;-277,84;DTM;4
803344;-6;-555,69;DTM;4
803344;-6;-555,69;DTM;4
803344;-3;-277,84;DTM;4
803344;-6;-555,69;DTM;4
804017;-1;-676,13;DTM;4
804257;-3;-42,16;DTM;4
805459;-3;-491,86;DTM;4
805496;-1;-57,8;DTM;4
110147;-1;-1.406,48;DTM;4
110195;-1;-1.125,11;DTM;4
400072;-3;-13.183,70;DIT;4
400072;-5;-21.972,83;DIT;4
400073;-3;-38.196,24;DIT;4
400142;-3;-212,49;DTM;4
400142;-24;0;DTM;4
400142;-3;-212,5;DTM;4
400243;-2;-33.315,17;DIT;4
400307;-4;-25,37;DTM;4
400359;-6;-121,8;DTM;4
400366;-20;-232,37;DIT;4
400506;-3;-29,49;DTM;4
400506;-3;-29,49;DTM;4
400594;-7;-666,27;DTE;4
400594;-7;-666,27;DTE;4
400594;-13;-1.237,36;DTE;4
400594;-7;-666,27;DTE;4
400594;-13;-1.237,36;DTE;4
400594;-3;-285,55;DTM;4
400655;-6;-256,69;DTM;4
400655;-18;-770,07;DTM;4
400655;-3;-128,34;DTM;4
400708;-9;-57,06;DTE;4
400708;-44;-278,95;DTE;4
400708;-9;-57,06;DTE;4
400708;-9;-57,06;DTE;4
400708;-9;-57,06;DTE;4
400708;-41;-259,93;DTE;4
400708;-9;-57,06;DTE;4
400708;-41;-259,93;DTE;4
400708;-9;-57,06;DTE;4
400708;-173;-1.096,78;DTE;4
400708;-1.000;0;DTM;4
400708;-9;-57,06;DTE;4
400708;-9;-57,06;DTE;4
400790;-8;-168,35;DTM;4
400790;-2;-42,09;DTM;4
400790;-2;-42,09;DTM;4
400790;-2;-42,09;DTM;4
400813;-60;-104,82;DTM;4
400813;-25;-43,67;DTM;4
400813;-15;-26,2;DTM;4
400828;-40;-1.391,70;DIT;4
400906;-1;-99,09;DTM;4
400942;-6;-28,08;DTM;4
400974;-8;-19,61;DTM;4
400974;-4;-9,8;DTM;4
401117;-1;-12,29;DTM;4
401117;-40;-491,58;DIT;4
401117;-10;-122,89;DTM;4
401117;-12;-147,47;DTM;4
401131;-1;-13,01;DTM;4
401131;-50;-650,74;DIT;4
401131;-24;-312,36;DTM;4
401131;-12;-156,18;DTM;4
401131;-10;-130,15;DTM;4
401131;-4;-52,06;DTM;4
401131;-1;-13,01;DTM;4
401131;-6;-78,09;DTM;4
401131;-1;-13,01;DTM;4
401131;-6;-78,09;DTM;4
401239;-50;-1.192,29;DIT;4
401252;-2;-7.128,09;DTE;4
401264;-6;-159,37;DTM;4
401264;-3;-79,69;DTM;4
401264;-3;-79,69;DTM;4
401318;-1;-2.358,53;DTM;4
401324;-3;-33.003,81;DIT;4
401360;-1;-1.655,31;DTM;4
401375;-2;-371,89;DTM;4
401485;-1;-142,76;DTM;4
401566;-1;-22,36;DTM;4
401566;-1;-22,36;DTM;4
401711;-6;-143,81;DTM;4
401711;-3;-71,91;DTM;4
401711;-3;-71,91;DTM;4
401711;-80;0;DTM;4
401735;-30;-12.259,22;DPC;4
401857;-3;-984,22;DTM;4
401857;-3;-984,22;DTM;4
401927;-12;-242,06;DTM;4
401927;-12;-242,06;DTM;4
401927;-6;-121,03;DTM;4
401927;-9;-181,55;DTM;4
401987;-2;-34.193,73;DIT;4
402041;-100;-97,57;DIT;4
402105;-4;-196,75;DTM;4
402105;-12;-590,26;DTM;4
402105;-350;0;DTM;4
402105;-16;-787,02;DTM;4
402149;-44;-6.367,16;DIT;4
402152;-2;-159,49;DTE;4
402152;-6;-478,47;DTE;4
402152;-6;-478,47;DTE;4
402292;-20;-982,39;DPC;4
402307;-32;-2.356,54;DTM;4
402307;-36;-2.651,11;DTM;4
402307;-8;-589,13;DTM;4
402307;-60;-4.418,51;DTM;4
402312;-6;-87,41;DTM;4
402312;-4;-58,28;DTM;4
402312;-6;-87,41;DTM;4
402312;-4;-58,28;DTM;4
402312;-2;-29,14;DTM;4
402407;-8;-4.604,40;DPC;4
402443;-20;-2.103,61;DPC;4
402847;-1;-1.091,09;DTM;4
403121;-2;-19,87;DTM;4
403121;-1;-9,93;DTM;4
403121;-1;-9,93;DTM;4
403121;-1;-9,93;DTM;4
403121;-1;-9,93;DTM;4
403121;-1;-9,93;DTM;4
403204;-50;-138,65;DPC;4
403499;-700;-128,93;DPC;4
404186;-400;-1.030,08;DPC;4
404719;-1;-22,69;DTM;4
407094;-6;-421,98;DTE;4
408994;-6;-153,06;DTM;4
408994;-3;-76,53;DTM;4
408994;-3;-76,53;DTM;4
408994;-18;-459,18;DTM;4
408994;-30;-765,31;DPC;4
408995;-36;-947,31;DIT;4
408995;-8;-210,51;DTM;4
408995;-6;-157,89;DTM;4
410122;-2;-28.497,74;DIT;4
800033;-15;-90,47;DTM;4
800033;-15;-90,47;DTM;4
800033;-15;-90,47;DTM;4
800033;-13;-78,41;DTM;4
800033;-30;-180,95;DTM;4
800654;-40;-6.065,85;DIT;4
800717;-3;-212,76;DTM;4
800717;-3;-212,76;DTM;4
